City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
367,krasnoarmeysk,RU,1616636932,51.0239,45.6969,32.0,90,100,11.01
368,vila franca do campo,PT,1616636933,37.7167,-25.4333,53.6,82,20,10.36
369,hervey bay,AU,1616636933,-25.2986,152.8535,89.01,37,0,10.36
370,mae sot,TH,1616636934,16.7167,98.5667,80.6,69,91,0.78
371,iqaluit,CA,1616636934,63.7506,-68.5145,-16.01,69,90,3.06
372,aklavik,CA,1616636934,68.2191,-135.0107,17.6,53,100,3.44
373,sola,VU,1616636935,-13.8833,167.55,81.19,72,100,4.09
374,pedasi,PA,1616636935,7.5333,-80.0333,77.97,71,7,5.61
375,hualmay,PE,1616636935,-11.0964,-77.6139,70.7,81,100,10.04
376,jiuquan,CN,1616636936,39.7432,98.5174,47.61,21,98,9.55
377,gobabis,NA,1616636936,-22.45,18.9667,69.26,62,67,3.96
378,alice springs,AU,1616636697,-23.7,133.8833,87.01,44,0,11.5
379,kurumkan,RU,1616636937,54.3,110.3,24.31,90,100,4.41
380,mirante do paranapanema,BR,1616636937,-22.2919,-51.9064,80.6,57,0,5.75
381,chapais,CA,1616636938,49.7834,-74.8492,46.4,53,90,6.91
382,cap malheureux,MU,1616636938,-19.9842,57.6142,77.0,87,17,6.6
383,ucluelet,CA,1616636805,48.9329,-125.5528,46.99,87,90,24.16
384,kawalu,ID,1616636939,-7.3817,108.2082,80.26,78,100,0.4
385,daru,PG,1616636939,-9.0763,143.2092,82.87,77,100,3.0
386,richards bay,ZA,1616636939,-28.783,32.0377,69.31,69,100,2.66
387,gasa,PS,1616636940,31.5,34.4667,57.99,100,100,13.42
388,jalu,LY,1616636940,29.0331,21.5482,55.78,45,71,11.01
389,sibu,MY,1616636940,2.3,111.8167,75.2,94,40,4.61
390,belyy yar,RU,1616636941,53.6039,91.3903,28.4,50,0,13.42
391,port-cartier,CA,1616636941,50.0334,-66.8654,35.6,48,40,12.66
392,chiang rai,TH,1616636942,19.9167,99.9167,75.2,88,5,1.14
393,centenario do sul,BR,1616636942,-22.8211,-51.5953,74.12,70,100,6.6
394,lubbock,US,1616636943,33.6001,-101.8338,44.6,65,75,11.5
395,finale emilia,IT,1616636943,44.8346,11.2939,42.01,71,0,1.79
396,the valley,AI,1616636943,18.217,-63.0578,78.8,73,20,6.91
397,fairbanks,US,1616636944,64.8378,-147.7164,27.0,86,90,6.91
398,falmouth,GB,1616636944,50.1544,-5.0711,48.2,93,75,14.97
399,isangel,VU,1616636944,-19.55,169.2667,84.2,61,75,2.98
400,teknaf,BD,1616636945,20.8624,92.3058,82.13,54,1,0.98
401,ak-dovurak,RU,1616636945,51.1833,90.6,27.54,55,100,2.21
402,montepuez,MZ,1616636946,-13.1256,38.9997,65.17,97,47,3.65
403,vao,NC,1616636946,-22.6667,167.4833,76.51,67,25,13.67
404,kununurra,AU,1616636946,-15.7667,128.7333,86.0,84,40,6.91
405,luangwa,ZM,1616636947,-15.6167,30.4167,67.37,96,18,2.44
406,pyshma,RU,1616636947,56.9523,63.2513,18.39,95,11,7.47
407,nicoya,CR,1616636948,10.1483,-85.452,82.4,61,0,5.75
408,kahului,US,1616636948,20.8947,-156.47,80.6,65,40,8.05
409,el dorado,US,1616636949,38.7666,-120.5177,50.0,43,1,5.75
410,bubaque,GW,1616636949,11.2833,-15.8333,77.29,69,28,14.23
411,boshnyakovo,RU,1616636949,49.6333,142.1667,28.72,65,2,3.0
412,dhidhdhoo,MV,1616636950,6.8833,73.1,82.51,72,62,5.57
413,morant bay,JM,1616636950,17.8815,-76.4093,80.6,65,20,17.27
414,zabaykalsk,RU,1616636951,49.6333,117.3167,36.34,55,7,11.72
415,sur,OM,1616636951,22.5667,59.5289,75.16,55,1,7.07
416,smithers,CA,1616636952,54.7804,-127.1743,39.2,87,75,3.44
417,san quintin,MX,1616636952,30.4833,-115.95,57.78,71,0,8.19
418,ongwediva,NA,1616636952,-17.7833,15.7667,74.52,60,93,3.56
419,mosquera,CO,1616636802,4.7059,-74.2302,51.8,100,20,3.76
420,saint-georges,GD,1616636953,12.0564,-61.7485,78.8,78,20,11.5
421,inzhavino,RU,1616636953,52.3185,42.4937,29.95,89,100,12.59
422,olinda,BR,1616636954,-8.0089,-34.8553,80.6,65,40,9.22
423,kongolo,CD,1616636954,-5.3833,27.0,70.05,96,100,1.57
424,gweta,BW,1616636955,-20.1833,25.2333,72.19,66,72,7.94
425,ardmore,US,1616636955,34.1743,-97.1436,60.01,58,75,9.22
426,naberera,TZ,1616636955,-4.2,36.9333,60.1,94,9,1.43
427,ust-kulom,RU,1616636956,61.6864,53.6902,33.01,96,100,10.45
428,coihaique,CL,1616636906,-45.5752,-72.0662,40.44,92,38,3.8
429,swan hill,AU,1616636956,-35.3378,143.5544,70.18,37,1,15.3
430,mana,GF,1616636957,5.6592,-53.7767,76.17,88,33,8.48
431,san-pedro,CI,1616636957,4.7485,-6.6363,77.52,90,100,5.93
432,itoman,JP,1616636957,26.1247,127.6694,71.6,64,20,13.8
433,emborion,GR,1616636958,40.4833,21.55,28.4,86,12,8.05
434,cacimba de dentro,BR,1616636958,-6.6417,-35.79,69.4,91,6,8.57
435,abu zabad,SD,1616636959,12.35,29.25,81.84,27,2,8.1
436,bathsheba,BB,1616636959,13.2167,-59.5167,78.8,61,40,16.11
437,carai,BR,1616636959,-17.1889,-41.6947,64.27,86,0,5.37
438,lixourion,GR,1616636960,38.2019,20.4314,50.68,65,74,13.73
439,inirida,CO,1616636960,3.8653,-67.9239,73.6,93,17,2.42
440,padang,ID,1616636961,-0.9492,100.3543,80.6,89,20,2.3
441,hershey,US,1616636961,40.2859,-76.6503,55.99,100,90,3.27
442,carsamba,TR,1616636962,41.1989,36.7219,43.0,80,75,3.44
443,manokwari,ID,1616636962,-0.8667,134.0833,82.54,74,100,5.39
444,bara,NG,1616636962,10.3744,10.7288,77.99,65,78,7.94
445,lata,PT,1616636963,40.1629,-8.3327,46.0,87,20,1.14
446,alugan,PH,1616636963,12.2188,125.4808,80.83,85,43,12.21
447,maraa,BR,1616636964,-1.8333,-65.3667,71.91,98,96,2.91
448,cherepanovo,RU,1616636964,54.2222,83.381,25.18,94,100,12.71
449,shitanjing,CN,1616636965,39.2342,106.3439,52.2,35,40,10.02
450,chandbali,IN,1616636965,20.7833,86.7667,85.84,35,2,4.25
451,cabildo,AR,1616636723,-38.4842,-61.8954,62.01,89,100,5.01
452,puyang,CN,1616636965,29.4603,119.8861,63.61,59,0,3.89
453,rio gallegos,AR,1616636966,-51.6226,-69.2181,46.4,61,0,16.11
454,robertson,US,1616636966,36.5167,-86.8667,64.4,59,40,4.61
455,marystown,CA,1616636967,47.1666,-55.1483,36.45,92,100,5.44
456,tilichiki,RU,1616636967,60.4667,166.1,16.3,85,100,13.78
457,ambilobe,MG,1616636967,-13.2,49.05,73.38,96,6,1.88
458,paamiut,GL,1616636968,61.994,-49.6678,12.97,85,100,12.17
459,mushie,CD,1616636968,-3.0167,16.9,71.15,98,100,2.33
460,puerto narino,CO,1616636969,-3.7703,-70.3831,75.2,100,0,2.3
461,spring valley,US,1616636969,36.108,-115.245,66.2,12,75,3.36
462,porto de moz,BR,1616636969,-1.7483,-52.2383,71.89,99,100,2.24
463,neryungri,RU,1616636970,56.6709,124.6491,17.51,85,100,6.31
464,bozoum,CF,1616636970,6.3193,16.3799,69.13,77,87,5.14
465,hofn,IS,1616636970,64.2539,-15.2082,35.13,64,100,6.69
466,mbuji-mayi,CD,1616636971,-6.15,23.6,68.83,94,100,1.03
467,kavieng,PG,1616636971,-2.5744,150.7967,83.55,73,92,10.4
468,flin flon,CA,1616636972,54.7682,-101.865,15.85,84,100,13.11
469,gelgaudiskis,LT,1616636972,55.0792,22.9758,40.33,79,100,7.18
470,roebourne,AU,1616636972,-20.7833,117.1333,88.57,44,6,4.36
471,belaya gora,RU,1616636973,68.5333,146.4167,-8.23,84,98,3.02
472,banda aceh,ID,1616636973,5.5577,95.3222,82.65,71,31,9.46
473,gotsu,JP,1616636974,35.0,132.2167,60.8,51,75,6.91
474,setermoen,NO,1616636974,68.861,18.3486,37.4,81,100,20.71
475,namibe,AO,1616636975,-15.1961,12.1522,72.48,83,100,6.17
476,acapulco,MX,1616636745,16.8634,-99.8901,78.8,78,20,3.44
477,lat yao,TH,1616636975,15.751,99.7893,87.01,69,98,4.21
478,muisne,EC,1616636976,0.6,-80.0333,76.05,84,100,3.62
479,pueblo,US,1616636801,38.2545,-104.6091,41.0,56,90,9.22
480,srednekolymsk,RU,1616636976,67.45,153.6833,-1.25,82,100,4.16
481,shizunai,JP,1616636977,42.3339,142.3669,44.08,77,100,5.01
482,dwarka,IN,1616636977,22.2394,68.9678,76.96,61,0,9.33
483,tshane,BW,1616636977,-24.0196,21.8684,69.48,66,57,6.89
484,tudora,RO,1616636978,47.5167,26.6333,32.0,59,0,11.5
485,sibsagar,IN,1616636978,26.9833,94.6333,73.4,83,40,6.91
486,baglan,AF,1616636979,36.1307,68.7083,66.42,35,100,9.22
487,mount isa,AU,1616636979,-20.7333,139.5,87.8,30,6,12.66
488,bukachacha,RU,1616636980,52.9833,116.9167,33.93,63,5,2.84
489,kerchevskiy,RU,1616636980,59.946,56.2884,27.41,93,100,7.07
490,suntar,RU,1616636980,62.1444,117.6319,10.33,90,100,4.21
491,deputatskiy,RU,1616636981,69.3,139.9,-7.35,93,96,1.77
492,leningradskiy,RU,1616636981,69.3833,178.4167,-4.95,92,100,13.73
493,barbastro,ES,1616636982,42.0356,0.1269,41.0,60,0,3.44
494,bontang,ID,1616636982,0.1333,117.5,79.72,82,100,1.61
495,caconda,AO,1616636982,-13.7333,15.0667,60.46,97,100,6.31
496,bolivar,US,1616636983,37.6145,-93.4105,51.01,79,100,1.99
497,gidole,ET,1616636983,5.65,37.3667,55.72,34,35,2.3
498,dalvik,IS,1616636983,65.9702,-18.5286,32.0,64,20,9.22
499,devils lake,US,1616636984,48.1128,-98.8651,33.8,51,1,6.91
500,labuhan,ID,1616636984,-6.8844,112.2051,83.01,74,100,3.8
501,hutchinson,US,1616636827,38.0608,-97.9298,46.4,66,90,4.61
502,prainha,BR,1616636985,-1.8,-53.48,71.96,98,100,2.46
503,adrar,MR,1616636985,20.5022,-10.0711,69.62,11,0,12.3
504,champerico,GT,1616636985,14.3,-91.9167,69.01,96,16,3.62
505,kumba,CM,1616636986,4.6363,9.4469,71.71,95,100,2.73
506,biryusinsk,RU,1616636986,55.9634,97.8235,30.43,72,98,15.01
507,zhangjiakou,CN,1616636987,40.81,114.8794,52.5,24,44,1.9
508,vangaindrano,MG,1616636987,-23.35,47.6,72.82,89,91,5.48
509,bang saphan,TH,1616636709,11.2126,99.5117,84.0,94,97,1.59
510,olavarria,AR,1616636988,-36.8927,-60.3225,64.53,77,50,4.99
511,gold coast,AU,1616636874,-28.0,153.4333,84.99,36,0,10.36
512,sao francisco do sul,BR,1616636988,-26.2433,-48.6381,75.2,100,75,2.3
513,naze,JP,1616636988,28.3667,129.4833,71.6,73,75,16.11
514,moose factory,CA,1616636989,51.2585,-80.6094,24.8,80,90,14.97
515,san javier,ES,1616636989,37.8063,-0.8374,54.0,100,0,3.44
516,jinka,ET,1616636990,5.65,36.65,62.74,35,23,2.68
517,goderich,CA,1616636706,43.7501,-81.7165,64.4,52,8,19.57
518,chifeng,CN,1616636990,42.2683,118.9636,57.38,20,5,9.75
519,svetlogorsk,BY,1616636991,52.6333,29.7333,27.14,83,41,3.29
520,skibbereen,IE,1616636991,51.55,-9.2667,41.0,93,40,6.91
521,chipinge,ZW,1616636991,-20.1883,32.6236,55.33,88,0,3.09
522,aloleng,PH,1616636992,16.1307,119.7824,85.12,59,93,4.97
523,hobyo,SO,1616636992,5.3505,48.5268,77.25,63,10,12.59
524,gorontalo,ID,1616636738,0.5412,123.0595,80.8,83,100,1.57
525,dauphin,CA,1616636993,51.1494,-100.0502,26.6,63,1,8.05
526,bulungu,CD,1616636993,-4.55,18.6,67.46,96,100,2.75
527,karratha,AU,1616636993,-20.7377,116.8463,88.18,46,4,5.5
528,basco,PH,1616636994,20.4487,121.9702,74.59,84,94,24.14
529,eureka,US,1616636994,40.8021,-124.1637,51.01,89,100,5.01
530,taoudenni,ML,1616636931,22.6783,-3.9836,66.51,14,0,11.77
531,meadow lake,US,1616636994,34.8014,-106.5436,39.0,60,75,17.27
532,ayagoz,KZ,1616636995,47.9714,80.4392,13.21,88,73,5.06
533,yulara,AU,1616636995,-25.2406,130.9889,80.6,44,0,11.5
534,toamasina,MG,1616636996,-18.1667,49.3833,75.2,100,75,4.61
535,manturovo,RU,1616636996,58.3353,44.7619,32.83,96,94,8.16
536,ratnagiri,IN,1616636997,16.9833,73.3,81.68,56,16,4.12
537,lompoc,US,1616636997,34.6391,-120.4579,59.0,55,20,11.5
538,college,US,1616636997,64.8569,-147.8028,25.0,80,75,3.89
539,tevaitoa,PF,1616636998,-16.7833,-151.5,83.66,75,98,21.59
540,varzea da palma,BR,1616636998,-17.5981,-44.7308,72.25,72,22,2.51
541,farafangana,MG,1616636998,-22.8167,47.8333,73.74,88,62,5.3
542,samoded,RU,1616636999,63.6083,40.5111,35.91,92,100,12.01
543,mehamn,NO,1616636999,71.0357,27.8492,27.28,85,95,4.07
544,batagay-alyta,RU,1616636999,67.8006,130.4114,-6.99,88,42,3.49
545,grindavik,IS,1616637000,63.8424,-22.4338,30.2,86,75,5.75
